sCT ID	chromosome	5’ boundary of the cryptic zone	3’ boundary of the cryptic zone	cTSS	cdsEnd	txEnd	strand	host_gene	sCT expression in spt6-1004 (FPKM)	Log2 spt6-1004/WT FC	z score
YJR036C_crB	X	501654	501364	501509	500712	500642	-	YJR036C	21.4117347984981	1.84724253316689	24.3732491508058
YJR039W_crA	X	505258	505404	505331	507301	507311	+	YJR039W	17.5699468980081	1.87751298820169	25.3187575936001
YJR040W_crA	X	509150	509336	509243	510085	510111	+	YJR040W	63.3970773768719	0.784300265171576	21.9972734873619
YJR041C_crA	X	511720	511478	511599	510238	510026	-	YJR041C	40.541834531196	0.672740499278008	25.5935370148726
YJR052W_crA	X	532823	533101	532962	533759	533791	+	YJR052W	20.9578142767863	0.537650332318538	17.4735237674724
YJR061W_crA	X	551827	552023	551925	553318	553439	+	YJR061W	21.2140791652944	0.859758544734538	26.5010356991354
YJR061W_crB	X	552320	552516	552418	553318	553439	+	YJR061W	29.1336985414687	1.5088109537351	26.5010356991354
YJR066W_crA	X	562860	563504	563182	566828	566911	+	YJR066W	17.2478746034677	0.645018535607927	20.2020640054482
YJR066W_crB	X	564000	564340	564170	566828	566911	+	YJR066W	21.2423721183037	0.783513109716149	20.2020640054482
YJR083C_crA	X	583155	583071	583113	582607	582482	-	YJR083C	12.5328139318574	0.43485462281239	20.820246364644
YJR089W_crA	X	589126	589378	589252	590582	590871	+	YJR089W	50.3483988314144	0.572408153815726	17.9765317915602
YJR089W_crB	X	589602	589802	589702	590582	590871	+	YJR089W	34.305041327849	0.971457686649553	17.9765317915602
YJR091C_crA	X	596910	596754	596832	595060	594762	-	YJR091C	71.0124570146624	0.873026413770735	18.5625263614173
YJR092W_crA	X	600803	600867	600835	603078	603364	+	YJR092W	34.9676770480032	0.0726334416136379	22.6597940637091
YJR092W_crB	X	601361	601569	601465	603078	603364	+	YJR092W	81.7744283678718	0.234880021006346	22.6597940637091
YJR092W_crC	X	601516	601824	601670	603078	603364	+	YJR092W	15.0572472256023	0.551523684324127	22.6597940637091
YJR096W_crA	X	611498	611536	611517	612043	612148	+	YJR096W	654.740464328772	3.65392330449399	15.7340838979113
YJR096W_crB	X	611711	611729	611720	612043	612148	+	YJR096W	427.164443121468	3.87945076758362	15.7340838979113
YJR102C_crA	X	619559	619483	619521	619156	619026	-	YJR102C	NA	NA	19.241807611372
YJR107W_crA	X	627622	627698	627660	628326	628326	+	YJR107W	45.7128399600954	0.726118809270482	17.0969661315981
YJR107W_crB	X	627703	627855	627779	628326	628326	+	YJR107W	27.7838239571363	1.07620580998844	17.0969661315981
YJR109C_crA	X	631633	631485	631559	629584	629473	-	YJR109C	71.2950171064457	1.22419997677501	22.6220769718071
YJR109C_crB	X	631278	631164	631221	629584	629473	-	YJR109C	31.4325806347383	1.43698872879388	22.6220769718071
YJR110W_crA	X	634836	634918	634877	635681	635814	+	YJR110W	82.3860281189072	1.68431245679475	22.6147140521558
YJR117W_crA	X	642556	642732	642644	643368	643494	+	YJR117W	177.076450863371	0.522356361237032	17.6374630884105
YJR119C_crA	X	645676	645504	645590	644303	644153	-	YJR119C	26.0137655795567	0.278298713905874	20.9453935185091
YJR119C_crB	X	645216	644970	645093	644303	644153	-	YJR119C	18.2026237189355	0.821662335307481	20.9453935185091
YJR126C_crA	X	657426	657304	657365	656253	656185	-	YJR126C	57.7975734665595	0.464824711290527	17.8448047909495
YJR127C_crA	X	660725	660523	660624	658916	658833	-	YJR127C	48.9350882572877	0.589915475560743	20.1941298903111
YJR130C_crA	X	666215	666023	666119	665217	665097	-	YJR130C	53.1420756125217	1.58186751570266	23.867766778876
YJR136C_crA	X	677933	677781	677857	677440	677337	-	YJR136C	32.9714949194313	0.755706191596434	22.0180882561103
YJR137C_crA	X	681159	680935	681047	678956	678825	-	YJR137C	39.7889241667676	0.695429694936937	23.6138318496178
YJR138W_crA	X	686727	686891	686809	689321	689518	+	YJR138W	26.9974562360696	1.12420995389586	28.4886454853371
YJR138W_crB	X	687405	687583	687494	689321	689518	+	YJR138W	41.1613559492726	1.26091596656618	28.4886454853371
YJR150C_crA	X	709384	709278	709331	708810	708810	-	YJR150C	4.14604616799526	2.38354468218943	19.015681654111
YJR151C_crA	X	713592	713190	713391	712254	712161	-	YJR151C	16.8252156450809	1.07745255306334	19.1892575545577
YJR160C_crA	X	738303	738213	738258	738007	738007	-	YJR160C	12.7742037671889	1.89173910423593	15.9081147431873
YKL005C_crA	XI	434082	433942	434012	433092	432892	-	YKL005C	48.8195373586009	0.63919713466415	19.9014718055417
YKL010C_crA	XI	423590	423268	423429	421423	421324	-	YKL010C	32.0848549280008	0.995296613243468	27.3151510537246
YKL010C_crB	XI	422881	422787	422834	421423	421324	-	YKL010C	63.7170077378767	1.17772815992531	27.3151510537246
YKL012W_crA	XI	419189	419303	419246	420061	420201	+	YKL012W	54.490448722545	1.22523679887936	19.1024647682251
YKL015W_crA	XI	409975	410349	410162	411483	411625	+	YKL015W	34.3490410443875	0.456999353985731	15.9912881203069
YKL017C_crA	XI	406092	405890	405991	405189	405068	-	YKL017C	51.3927138086629	1.05952208789546	25.4494354226692
YKL018W_crA	XI	404771	404831	404801	405091	405201	+	YKL018W	107.841568381959	0.769450912357892	21.4912498288054
YKL020C_crA	XI	400619	400339	400479	398831	398831	-	YKL020C	30.1337980593593	0.528207410198988	19.6433571278422
YKL022C_crA	XI	395851	395671	395761	394725	394700	-	YKL022C	27.443465434877	0.413010036463239	19.0550644308949
YKL022C_crB	XI	395496	395400	395448	394725	394700	-	YKL022C	34.7005934394055	0.744055765786962	19.0550644308949
YKL033W_crA	XI	376383	376657	376520	378572	378977	+	YKL033W	14.7356784147198	0.37349325077095	18.4892537964346
YKL033W_crB	XI	377460	377852	377656	378572	378977	+	YKL033W	29.2498940006139	0.719292758571729	18.4892537964346
YKL034W_crA	XI	372828	372962	372895	374105	374177	+	YKL034W	15.1774930892224	-0.297082698999055	24.7285331448461
YKL034W_crB	XI	373133	373343	373238	374105	374177	+	YKL034W	28.6274626393566	0.352483958506712	24.7285331448461
YKL038W_crA	XI	366690	367136	366913	369117	369117	+	YKL038W	31.1987161521591	0.769937759302456	16.1431315520521
YKL050C_crA	XI	344107	344005	344056	342851	342714	-	YKL050C	36.0369250917455	2.49274187183642	27.6907075467272
YKL059C_crA	XI	328757	328639	328698	328117	327938	-	YKL059C	35.3329564271339	0.681021929707371	24.7150514360387
YKL064W_crA	XI	319184	319282	319233	320673	320783	+	YKL064W	63.2798081912729	1.02188674277437	22.4049411359877
YKL072W_crA	XI	300383	300511	300447	301882	302350	+	YKL072W	28.0795067413719	0.95907208671499	15.8100673788667
YKL074C_crA	XI	295441	295333	295387	294609	294474	-	YKL074C	57.1678780384684	1.18187218096548	20.4350520784479
YKL078W_crA	XI	289800	289950	289875	291052	291175	+	YKL078W	27.3740762560362	-0.673078563436815	19.0687950269186
YKL078W_crB	XI	290041	290191	290116	291052	291175	+	YKL078W	18.4523230911637	-0.230094075373069	19.0687950269186
YKL079W_crA	XI	287394	287606	287500	288573	288647	+	YKL079W	25.9342194413653	0.562251798576461	17.7906583145668
YKL089W_crA	XI	274382	274454	274418	275043	275263	+	YKL089W	107.235290017569	2.78722790105394	25.4709872613605
YKL090W_crA	XI	272532	272684	272608	273209	273239	+	YKL090W	36.4189509332427	0.938962282091155	18.3660327708656
YKL093W_crA	XI	265380	265454	265417	265808	266119	+	YKL093W	54.8963904485995	2.60237129986579	22.647478075072
YKL098W_crA	XI	257238	257282	257260	257843	258039	+	YKL098W	82.6302594410048	1.56613922600349	22.7476992944108
YKL105C_crA	XI	240429	240217	240323	239184	238921	-	YKL105C	78.3226124367997	1.127804742713	26.1380833129045
YKL121W_crA	XI	215467	215647	215557	216700	216870	+	YKL121W	29.1973616794157	0.790981725380951	18.699374804237
YKL125W_crA	XI	208807	208951	208879	210130	210286	+	YKL125W	7.1364562619345	-0.14332018468959	16.3695013647366
YKL125W_crB	XI	209154	209494	209324	210130	210286	+	YKL125W	48.7542299920183	0.346044984748537	16.3695013647366
YKL129C_crA	XI	197959	197549	197754	196348	196174	-	YKL129C	57.3289739873769	0.882388864065194	19.1023564365229
YKL134C_crA	XI	189963	189663	189813	189123	188848	-	YKL134C	15.3280089154344	0.457806455060525	15.1685288892315
YKL139W_crA	XI	183611	183737	183674	184544	184575	+	YKL139W	43.259507227514	0.757514803706436	17.3931592586928
YKL140W_crA	XI	181634	181738	181686	182425	182647	+	YKL140W	100.988418052191	0.872164575807807	23.8235233805807
YKL146W_crA	XI	172771	172977	172874	173861	173951	+	YKL146W	63.785976301551	0.360201304921875	24.9231191783669
YKL146W_crB	XI	173063	173171	173117	173861	173951	+	YKL146W	61.371584290701	0.88226687018147	24.9231191783669
YKL148C_crA	XI	170121	169989	170055	169206	168954	-	YKL148C	83.3101196915425	1.26702420158253	23.3590240613877
YKL155C_crA	XI	160219	160115	160167	159455	159098	-	YKL155C	49.437378948196	1.05921085711476	24.4584310191226
YKL157W_crA	XI	156146	156314	156230	158232	158414	+	YKL157W	103.427587236238	0.356136456509491	19.5485048164767
YKL168C_crA	XI	132442	132276	132359	131287	131287	-	YKL168C	29.7595625623275	1.2585301178863	27.1820931877321
YKL174C_crA	XI	121307	121173	121240	120379	120250	-	YKL174C	60.4307699212825	0.298273735865863	15.0386992999226
YKL174C_crB	XI	121126	120922	121024	120379	120250	-	YKL174C	34.8130700294801	0.695596609006821	15.0386992999226
YKL178C_crA	XI	114037	113965	114001	113214	112890	-	YKL178C	91.3096215667817	3.37783027073076	19.7127719772255
YKL178C_crB	XI	113812	113762	113787	113214	112890	-	YKL178C	81.4969960452593	3.20849791016314	19.7127719772255
YKL179C_crA	XI	111602	111346	111474	110463	110194	-	YKL179C	53.4647303275933	0.594273080132532	15.7158728158017
YKL187C_crA	XI	90091	89983	90037	89283	89186	-	YKL187C	20.6078109322431	1.18033249164599	22.0942123119109
YKL187C_crB	XI	89859	89717	89788	89283	89186	-	YKL187C	33.2318872037517	2.11277617277813	22.0942123119109
YKL188C_crA	XI	87071	86931	87001	86224	86034	-	YKL188C	55.3992027330932	1.95376937210032	26.7536892461181
YKL203C_crA	XI	58934	58542	58738	55934	55643	-	YKL203C	38.4356134032265	0.902115585879349	28.0484885568582
YKL215C_crA	XI	28985	28799	28892	26826	26371	-	YKL215C	50.2496144117989	0.465813520451127	27.8501655207991
YKL215C_crB	XI	28621	28435	28528	26826	26371	-	YKL215C	22.8659671065108	0.859727922349716	27.8501655207991
YKL217W_crA	XI	23072	23140	23106	24084	24193	+	YKL217W	27.1139257647756	3.75065506889991	27.7099477917347
YKL219W_crA	XI	15162	15304	15233	15708	15881	+	YKL219W	51.7165139325627	1.42263482064702	16.7645829541481
YKL220C_crA	XI	10068	9974	10021	9090	8867	-	YKL220C	55.8621905555404	3.90403751272201	25.7434565323777
YKL220C_crB	XI	9769	9689	9729	9090	8867	-	YKL220C	103.986531034288	3.89229625488006	25.7434565323777
YKL221W_crA	XI	6885	7027	6956	7528	7592	+	YKL221W	7.94037178696475	2.91017490195938	21.3120191269989
YKL221W_crB	XI	7112	7228	7170	7528	7592	+	YKL221W	8.79324619077175	3.11864495543583	21.3120191269989
YKL222C_crA	XI	4636	4490	4563	3502	3203	-	YKL222C	27.0357431736694	0.469970938323747	20.901387584489
YKL222C_crB	XI	4326	4254	4290	3502	3203	-	YKL222C	16.9099341522179	0.773164300746622	20.901387584489
YKR005C_crA	XI	449609	449503	449556	448520	448252	-	YKR005C	13.6378806448876	1.29829356131175	17.5488825767452
YKR005C_crB	XI	449434	449328	449381	448520	448252	-	YKR005C	18.623398130182	1.44402856101727	17.5488825767452
YKR009C_crA	XI	455632	455440	455536	454351	454172	-	YKR009C	39.0221851323856	2.27224259232354	25.5303103001644
YKR009C_crB	XI	455397	455311	455354	454351	454172	-	YKR009C	26.9031474012637	1.8682113687125	25.5303103001644
YKR015C_crA	XI	467792	467702	467747	466960	467060	-	YKR015C	15.1211621136967	2.36129991079195	25.7803219659735
YKR015C_crB	XI	467659	467541	467600	466960	467060	-	YKR015C	11.8086265196859	3.73344220278072	25.7803219659735
YKR017C_crA	XI	472517	472313	472415	471693	471468	-	YKR017C	11.4425367872727	0.709179089520485	21.1806460942288
YKR018C_crA	XI	474999	474851	474925	473722	473620	-	YKR018C	55.1397972183912	0.271688951842392	18.1637174369874
YKR019C_crA	XI	476899	476725	476812	476215	476148	-	YKR019C	45.1695284579415	1.54554768486831	22.8622064892558
YKR021W_crA	XI	480352	480492	480422	481981	482137	+	YKR021W	62.8373398977908	1.15129047260445	23.4612350897066
YKR023W_crA	XI	484540	484660	484600	485011	485089	+	YKR023W	75.8894893424311	1.71080457917815	17.208464815498
YKR024C_crA	XI	485874	485778	485826	485143	484972	-	YKR024C	37.3109540777	0.136078866552952	15.9341723434857
YKR029C_crA	XI	498716	498564	498640	497577	497485	-	YKR029C	53.4999120810725	0.321655201608009	17.4920214597722
YKR029C_crB	XI	498555	498267	498411	497577	497485	-	YKR029C	17.7524648866916	0.589594268453777	17.4920214597722
YKR031C_crA	XI	503242	503000	503121	501343	501117	-	YKR031C	53.8012386165151	0.896050866549809	29.3753513729181
YKR036C_crA	XI	509698	509576	509637	508701	508701	-	YKR036C	31.1339410172765	0.5956219156548	21.5422837574026
YKR037C_crA	XI	511319	511241	511280	510909	510669	-	YKR037C	52.7086877324782	1.02857486232485	15.3661345314236
YKR038C_crA	XI	512492	512402	512447	511998	511845	-	YKR038C	159.896863750635	-0.178418313375953	19.0205243692064
YKR038C_crB	XI	512378	512324	512351	511998	511845	-	YKR038C	32.1741823885561	0.707674152305011	19.0205243692064
YKR050W_crA	XI	529651	529771	529711	530484	530522	+	YKR050W	79.1758274993944	1.13462799194012	23.4062146638611
YKR054C_crA	XI	541998	541686	541842	535646	535421	-	YKR054C	16.1758207540833	1.41299242610544	31.6247376915614
YKR054C_crB	XI	540852	540166	540509	535646	535421	-	YKR054C	19.8748641035036	1.18602791648782	31.6247376915614
YKR054C_crC	XI	539892	539586	539739	535646	535421	-	YKR054C	32.5852877283917	1.21548429224623	31.6247376915614
YKR058W_crA	XI	553562	553656	553609	554620	554722	+	YKR058W	54.6301413033112	0.911657328290052	20.870040852852
YKR058W_crB	XI	553723	553817	553770	554620	554722	+	YKR058W	5.165673953949	1.33506529142755	20.870040852852
YKR064W_crA	XI	564190	564338	564264	565138	565290	+	YKR064W	51.8475265456089	1.29606616115345	26.4133665073586
YKR067W_crA	XI	568699	568901	568800	570149	570314	+	YKR067W	31.3522648724137	0.208879429606095	19.2169648518973
YKR067W_crB	XI	569012	569154	569083	570149	570314	+	YKR067W	18.8698466252829	0.504087472087105	19.2169648518973
YKR069W_crA	XI	572593	572691	572642	573393	573418	+	YKR069W	65.3555797526004	2.25435802297562	21.8042140065982
YKR072C_crA	XI	577054	576982	577018	576434	576434	-	YKR072C	30.810069750335	-0.221761575308229	15.9493526108146
YKR082W_crA	XI	594083	594305	594194	596298	596338	+	YKR082W	51.8574207716815	-0.118203148060808	16.9491294768743
YKR082W_crB	XI	594449	594579	594514	596298	596338	+	YKR082W	34.3595638957863	0.240726543625528	16.9491294768743
YKR086W_crA	XI	602101	602299	602200	603072	603346	+	YKR086W	26.1594124269381	1.0371238799407	17.4030266016347
YKR086W_crB	XI	602459	602575	602517	603072	603346	+	YKR086W	70.3032377650341	1.36173480261871	17.4030266016347
YKR090W_crA	XI	609666	610006	609836	611066	611251	+	YKR090W	39.7187579669343	0.356260109605618	15.8645717185102
YKR102W_crA	XI	648238	648358	648298	649865	650048	+	YKR102W	15.5134051009151	1.04285440665244	28.2764743515433
YKR102W_crB	XI	648573	648803	648688	649865	650048	+	YKR102W	12.77402296943	1.61964039569142	28.2764743515433
YKR103W_crA	XI	654361	654509	654435	656736	653520	+	YKR103W	22.2697868096645	2.09469351967765	33.3603379163306
YKR103W_crB	XI	654698	654858	654778	656736	653520	+	YKR103W	17.6106585142194	1.95336228898916	33.3603379163306
YKR103W_crC	XI	655078	655214	655146	656736	653520	+	YKR103W	22.0617049574008	2.23760566224615	33.3603379163306
YKR105C_crA	XI	659141	659077	659109	658715	658715	-	YKR105C	34.3049846834164	5.02265056877936	25.2357891570205
YLL001W_crA	XII	148952	149172	149062	150163	150330	+	YLL001W	60.5339148102971	0.623972056472342	20.1014204763759
YLL005C_crA	XII	138935	138525	138730	137939	137939	-	YLL005C	10.2124785341262	2.54489248535659	27.2975720509923
YLL007C_crA	XII	135321	135175	135248	134301	134117	-	YLL007C	24.4923309589671	1.20034241802698	21.8636940905891
YLL010C_crA	XII	129925	129841	129883	129329	128957	-	YLL010C	30.5321267069446	-0.430764893611058	18.1940475484836
YLL012W_crA	XII	126424	126624	126524	127255	127314	+	YLL012W	51.6593032012139	0.453530940088667	17.052863244512
YLL015W_crA	XII	119144	119578	119361	121111	121178	+	YLL015W	73.9575006373357	1.26888644566924	26.4308385416067
YLL031C_crA	XII	78843	78575	78709	77151	77029	-	YLL031C	52.9280274394785	0.368629659964407	17.4927053977693
YLL032C_crA	XII	75651	75469	75560	74269	73957	-	YLL032C	16.8756694058837	0.194595060045433	17.7108735565899
YLL035W_crA	XII	69617	69919	69768	70478	70610	+	YLL035W	71.3388385199671	1.17600029610787	21.8402669182737
YLL036C_crA	XII	67469	67333	67401	66744	66645	-	YLL036C	82.5422512684063	0.757344003795224	18.3005648636097
YLL040C_crA	XII	56424	56150	56287	54210	54093	-	YLL040C	65.5361157263808	0.886205852477125	24.3125407229676
YLL054C_crA	XII	34610	34392	34501	32672	32300	-	YLL054C	3.5377571841967	-0.356840226626443	17.7058154012913
YLL054C_crB	XII	34047	33869	33958	32672	32300	-	YLL054C	16.4422682862403	0.142649171992348	17.7058154012913
YLL055W_crA	XII	30760	30812	30786	31704	31777	+	YLL055W	23.9105543173338	2.3456374576218	15.2767757282732
YLL057C_crA	XII	26360	26270	26315	25755	25532	-	YLL057C	28.1385510023203	3.25116103809741	17.7525520011269
YLL060C_crA	XII	21671	21631	21651	21137	21137	-	YLL060C	135.51163184532	3.04358918655218	15.058996947736
YLL060C_crB	XII	21581	21531	21556	21137	21137	-	YLL060C	18.295381085776	2.80602837866835	15.058996947736
YLL061W_crA	XII	18611	18915	18763	19707	19977	+	YLL061W	15.6702496619307	1.05309627611871	25.3092006113401
YLL063C_crA	XII	15673	15555	15614	14647	14556	-	YLL063C	8.12616570576836	-0.00290995723357802	15.9805842938307
YLL063C_crB	XII	15467	15349	15408	14647	14556	-	YLL063C	5.22139192020084	0.165051267495831	15.9805842938307
YLR004C_crA	XII	158742	158668	158705	157933	157885	-	YLR004C	30.7918067915051	3.60053617067006	17.9479649878633
YLR004C_crB	XII	158595	158521	158558	157933	157885	-	YLR004C	13.7723444823892	2.63534130783124	17.9479649878633
YLR006C_crA	XII	162936	162752	162844	161754	161645	-	YLR006C	23.5225493694145	0.882316165948518	18.8315995538675
YLR014C_crA	XII	174099	173903	174001	172267	171997	-	YLR014C	31.6954476658913	0.460640424630981	23.1380195177085
YLR014C_crB	XII	173766	173646	173706	172267	171997	-	YLR014C	14.5890695052909	0.823848124283561	23.1380195177085
YLR020C_crA	XII	182611	182369	182490	181788	181477	-	YLR020C	61.9087956062722	0.505183043550247	16.7441409679845
YLR024C_crA	XII	191474	191292	191383	187662	187317	-	YLR024C	19.2661923823059	0.945032667020603	19.0806649968531
YLR024C_crB	XII	191252	190838	191045	187662	187317	-	YLR024C	8.3455137082259	0.896282970376937	19.0806649968531
YLR032W_crA	XII	206713	206937	206825	208500	208568	+	YLR032W	27.5934295813135	0.752171290876806	25.9168305759897
YLR032W_crB	XII	207163	207401	207282	208500	208568	+	YLR032W	49.9380994339911	1.32312192821411	25.9168305759897
YLR039C_crA	XII	227493	227393	227443	225425	225355	-	YLR039C	36.4649751390989	0.624332606616685	19.4541198485432
YLR039C_crB	XII	227030	226806	226918	225425	225355	-	YLR039C	37.7937352456986	0.615694706134583	19.4541198485432
YLR039C_crC	XII	226663	226523	226593	225425	225355	-	YLR039C	47.9654494120581	0.858606506190561	19.4541198485432
YLR047C_crA	XII	240304	240098	240201	239346	239346	-	YLR047C	37.6972265995647	0.831774406791206	17.9053339167808
YLR049C_crA	XII	244357	244181	244269	243885	243707	-	YLR049C	11.2060049320815	-0.121113494192389	17.1020553714475
YLR057W_crA	XII	257085	257285	257185	257855	257928	+	YLR057W	52.6340896728328	0.645918993104734	18.4984818130756
YLR064W_crA	XII	265839	265925	265882	266277	266336	+	YLR064W	8.186154312223	0.114025892964935	15.6811000217932
YLR069C_crA	XII	272672	272524	272598	271629	271459	-	YLR069C	71.0767821105257	0.770352713387657	20.663877974687
YLR072W_crA	XII	279979	280079	280029	280943	281024	+	YLR072W	65.7760441994822	0.986426600261891	18.1008547486522
YLR078C_crA	XII	286315	286263	286289	285735	285659	-	YLR078C	61.4275044916704	0.80721140941996	32.3714326814854
YLR080W_crA	XII	288509	288609	288559	289250	289320	+	YLR080W	34.8112486776753	1.76909392169821	15.4348131770804
YLR081W_crA	XII	291172	291410	291291	291936	292184	+	YLR081W	3.00176066080731	1.26104516342792	20.2094689485792
YLR086W_crA	XII	304965	305137	305051	306499	306824	+	YLR086W	84.4599579503709	1.05445174730627	28.9247331449433
YLR087C_crA	XII	311331	311005	311168	306854	306723	-	YLR087C	30.191060808225	1.46524935885889	36.6091150022278
YLR089C_crA	XII	318913	318823	318868	318236	318027	-	YLR089C	21.5566050300585	-0.235792816797142	17.8083630693532
YLR092W_crA	XII	324865	324961	324913	326225	325096	+	YLR092W	24.1904825426357	3.46488164289447	24.1625593961752
YLR092W_crB	XII	325199	325313	325256	326225	325096	+	YLR092W	47.7124910112268	2.22860206026133	24.1625593961752
YLR096W_crA	XII	334575	334767	334671	336033	336136	+	YLR096W	67.1021793150177	0.302386849436019	16.3452579680195
YLR096W_crB	XII	334905	335063	334984	336033	336136	+	YLR096W	26.592795895748	0.694032155478624	16.3452579680195
YLR098C_crA	XII	338644	338518	338581	337526	337371	-	YLR098C	40.8017396356713	1.51816643491275	22.6403551953008
YLR099C_crA	XII	340055	339995	340025	339743	339659	-	YLR099C	203.566510390543	1.44446346672355	21.0821044431685
YLR102C_crA	XII	343241	343163	343202	342969	342969	-	YLR102C	28.5231724540602	0.695941313665918	15.8265113466294
YLR105C_crA	XII	347457	347331	347394	347046	346955	-	YLR105C	90.4861269351484	-0.10885653833518	18.1022688677217
YLR105C_crB	XII	347336	347280	347308	347046	346955	-	YLR105C	8.34563830971949	0.769631054896206	18.1022688677217
YLR106C_crA	XII	352286	351800	352043	349005	348827	-	YLR106C	72.0734749891242	0.508974675335814	17.5914878681302
YLR113W_crA	XII	372098	372196	372147	372927	373056	+	YLR113W	96.86367209622	0.483311091843753	15.2690921350836
YLR115W_crA	XII	378942	379114	379028	380564	380688	+	YLR115W	37.996185638477	0.548191130893441	16.9837591279138
YLR115W_crB	XII	379341	379593	379467	380564	380688	+	YLR115W	42.1030746551147	0.733641554160516	16.9837591279138
YLR117C_crA	XII	383417	383261	383339	382470	382283	-	YLR117C	68.7817174108052	1.04728156770474	21.8307132561524
YLR127C_crA	XII	396804	396648	396726	395757	395643	-	YLR127C	59.1059747414615	1.41082149022291	27.4877268784706
YLR132C_crA	XII	407757	407653	407705	407282	407282	-	YLR132C	12.5200780669617	0.0532110457185808	17.1892234671912
YLR135W_crA	XII	414334	414508	414421	415527	415736	+	YLR135W	40.2504524855476	1.24598940528829	26.7137225057273
YLR139C_crA	XII	422748	422458	422603	421541	421387	-	YLR139C	26.5379628707863	0.31073538976389	15.9761320684313
YLR143W_crA	XII	428470	428654	428562	429386	429584	+	YLR143W	33.7097414272508	0.259345566475163	18.4375111935574
YLR144C_crA	XII	431099	430973	431036	429676	429427	-	YLR144C	18.17120890843	0.886589201056903	22.5379840810035
YLR148W_crA	XII	435761	435985	435873	437397	437496	+	YLR148W	37.6257305812564	0.934486184284187	21.8397392772277
YLR149C_crA	XII	438630	438492	438561	437630	437419	-	YLR149C	56.8885966337633	2.52209908788301	20.1898113029266
YLR149C_crB	XII	438400	438308	438354	437630	437419	-	YLR149C	32.5106576295667	2.84990459891431	20.1898113029266
YLR152C_crA	XII	443702	443404	443553	442957	442811	-	YLR152C	7.9422313401181	1.06419355512639	17.090023487851
YLR163C_crA	XII	492671	492467	492569	491865	491722	-	YLR163C	40.4615907143724	0.517748478646235	15.2003166100171
YLR163C_crB	XII	492390	492250	492320	491865	491722	-	YLR163C	71.1180645225836	0.75012358303741	15.2003166100171
YLR176C_crA	XII	509068	508916	508992	507796	507594	-	YLR176C	90.3548565768853	1.04291388203594	32.9959189497207
YLR176C_crB	XII	508907	508827	508867	507796	507594	-	YLR176C	NA	NA	32.9959189497207
YLR177W_crA	XII	511963	512091	512027	512940	512999	+	YLR177W	17.4908915495087	0.743410127363161	15.0801032769984
YLR187W_crA	XII	526242	526498	526370	527945	527999	+	YLR187W	47.3335276798812	1.19475695177109	25.1391855808881
YLR188W_crA	XII	528988	529050	529019	530387	530711	+	YLR188W	7.7443003586838	-1.34429186560391	17.3197537989756
YLR188W_crB	XII	529172	529362	529267	530387	530711	+	YLR188W	49.9220109750877	-0.318532755137276	17.3197537989756
YLR189C_crA	XII	532591	532315	532453	530796	530714	-	YLR189C	82.2489808401497	1.21869037345003	28.6803241807402
YLR203C_crA	XII	551257	551049	551153	550649	550649	-	YLR203C	111.025586452632	0.488968527527129	16.2937550069465
YLR207W_crA	XII	558013	558347	558180	559289	559351	+	YLR207W	32.0666845916021	0.323960999914648	16.3882209885356
YLR210W_crA	XII	562610	562754	562682	563390	563493	+	YLR210W	40.4384337836399	1.203478018793	20.4908241585939
YLR211C_crA	XII	564335	564223	564279	563791	563386	-	YLR211C	26.556692528892	0.569434694982526	18.2671815832312
YLR214W_crA	XII	569659	569869	569764	570627	570767	+	YLR214W	75.5231374368034	0.752076286579221	17.283300431024
YLR227C_crA	XII	591674	591540	591607	590561	590426	-	YLR227C	6.0918774474208	0.805915825360956	22.7676911380333
YLR228C_crA	XII	600980	600604	600792	600018	600018	-	YLR228C	25.8353946721131	0.930482299381634	19.3371476439028
YLR237W_crA	XII	613352	613502	613427	614163	614375	+	YLR237W	101.257385487006	1.47186172196974	16.1245678623045
YLR238W_crA	XII	615762	615870	615816	616191	616343	+	YLR238W	66.4475676743356	1.13586747072483	19.297266587864
YLR240W_crA	XII	618856	619084	618970	620160	620279	+	YLR240W	49.4613582693811	0.965104847881521	33.4945772238485
YLR240W_crB	XII	619062	619180	619121	620160	620279	+	YLR240W	18.305766589901	1.58971681285314	33.4945772238485
YLR241W_crA	XII	622011	622153	622082	622821	623015	+	YLR241W	76.6509292545403	0.874445901491294	26.1892836854673
YLR247C_crA	XII	631104	630842	630973	628683	628546	-	YLR247C	33.4592095553505	0.723726385162991	23.4443719137961
YLR253W_crA	XII	643528	643630	643579	644336	644407	+	YLR253W	52.145402954977	0.947693738501386	17.6633120235496
YLR260W_crA	XII	666751	666953	666852	667907	668031	+	YLR260W	58.9405835758506	1.78329973159367	26.5721769822244
YLR263W_crA	XII	671490	671548	671519	672823	672911	+	YLR263W	96.6337802961911	2.61721827634154	33.1616602769007
YLR266C_crA	XII	676859	676733	676796	675618	675530	-	YLR266C	23.9614320715947	0.703963305625966	17.7795611298734
YLR267W_crA	XII	678790	678896	678843	679924	679959	+	YLR267W	29.1522935245018	2.39926740845125	23.4920028007832
YLR271W_crA	XII	683133	683189	683161	683561	683663	+	YLR271W	110.047553456937	2.22888213112176	20.1836486245441
YLR272C_crA	XII	685433	685239	685336	683671	683610	-	YLR272C	27.8716844910568	0.000177991253308059	17.5767256813282
YLR272C_crB	XII	685043	684613	684828	683671	683610	-	YLR272C	24.9839029560887	0.40527070739745	17.5767256813282
